SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Grade,4,85.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Migrant Status,Not Migrant,84.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",89.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,880,Davison Elementary-Middle School,Grade,3,84.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Economically Disadvantaged,Not Economically Disadvantaged,46.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Grade,9,60.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,English Learners,Not English Learners,47.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Students with Disabilities,Students without IEP,48.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Gender,Female,48.1
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Homeless,Not Homeless,48.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Gender,Male,47.49
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Students with Disabilities,Students with Disabilities,46.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Grade,10,45.92
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Ethnicity,"Black, not of Hispanic origin",47.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Grade,All,47.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Economically Disadvantaged,Economically Disadvantaged,47.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Grade,11,43.33
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Grade,12,38.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Migrant Status,Not Migrant,47.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,Homeless,Homeless,36.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,7,75.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,8,79.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,81.33
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,English Learners,Not English Learners,77.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Students with Disabilities,Students without IEP,77.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Gender,Female,79.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,0,78.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,6,79.98
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Homeless,Not Homeless,77.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Gender,Male,76.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Students with Disabilities,Students with Disabilities,76.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,1,76.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Ethnicity,"Black, not of Hispanic origin",77.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,5,78.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,All,77.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,2,77.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Economically Disadvantaged,Economically Disadvantaged,77.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Migrant Status,Not Migrant,77.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Homeless,Homeless,64.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Ethnicity,"White, not of Hispanic origin",76.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,4,76.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,925,Dixon Elementary School,Grade,3,76.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Homeless,Homeless,64.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,4,81.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Migrant Status,Not Migrant,79.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",74.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,79.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,All,79.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,2,79.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,3,80.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",79.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,1,79.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,5,79.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Students with Disabilities,Students with Disabilities,79.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Gender,Male,79.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Homeless,Not Homeless,79.94
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,6,80.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,0,79.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Gender,Female,80.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Students with Disabilities,Students without IEP,79.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,English Learners,Not English Learners,79.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,8,78.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,86.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,939,Dossin Elementary-Middle School,Grade,7,78.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,7,73.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,8,73.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,79.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,English Learners,Not English Learners,74.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Students with Disabilities,Students without IEP,74.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Gender,Female,74.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,0,72.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,6,74.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Homeless,Not Homeless,74.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Gender,Male,73.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Students with Disabilities,Students with Disabilities,73.35
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,1,70.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",74.14
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,5,76.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,All,74.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,2,75.69
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,73.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Migrant Status,Not Migrant,74.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Homeless,Homeless,66.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,4,78.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,975,Durfee Elementary-Middle School,Grade,3,70.86
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,King High School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,King High School,Ethnicity,American Indian or Alaska Native,*
