SchoolYear,ISD_Code,ISD_OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,EntityType,IHE_Type,Subgroup,Gender,Total_Graduates_All_Students,Total_Enrolled_in_an_IHE_within_0_6_months,Total_%_Enrolled_in_an_IHE_within_0_6_months,Total_Enrolled_in_an_IHE_within_0_12_months,Total_%_Enrolled_in_an_IHE_within_0_12_months,Total_Enrolled_in_an_IHE_within_0_16_months,Total_%_Enrolled_in_an_IHE_within_0_16_months,Total_Enrolled_in_an_IHE_within_0_24_months,Total_%_Enrolled_in_an_IHE_within_0_24_months,Total_Enrolled_in_an_IHE_within_0_36_months,Total_%_Enrolled_in_an_IHE_within_0_36_months,Total_Enrolled_in_an_IHE_within_0_48_months,Total_%_Enrolled_in_an_IHE_within_0_48_months,Total_Accumulating_24_Credits_within_0_12_months,Total_%_Accumulating_24_Credits_within_0_12_months,Total_Accumulating_24_Credits_within_0_16_months,Total_%_Accumulating_24_Credits_within_0_16_months,Total_Accumulating_24_Credits_within_0_24_months,Total_%_Accumulating_24_Credits_within_0_24_months,Total_Accumulating_24_Credits_within_0_36_months,Total_%_Accumulating_24_Credits_within_0_36_months,Total_Accumulating_24_Credits_within_0_48_months,Total_%_Accumulating_24_Credits_within_0_48_months
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,Economically Disadvantaged,All Students,64,11,17.1875,14,21.875,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,African American,All Students,77,<10,9.0909,<10,9.0909,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,All Students,Female,42,<10,9.5238,<10,9.5238,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,All Students,Female,42,<10,21.4286,12,28.5714,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,Homeless,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,All Students,Male,36,<10,5.5556,<10,11.1111,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,All Students,Female,42,13,30.9524,16,38.0952,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,Economically Disadvantaged,All Students,64,<10,9.375,<10,9.375,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,African American,Male,36,<10,13.8889,<10,19.4444,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,African American,Male,36,<10,8.3333,<10,8.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,Economically Disadvantaged,All Students,64,17,26.5625,20,31.25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,All Students,Male,36,<10,8.3333,<10,8.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,African American,Female,41,<10,9.7561,<10,9.7561,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,African American,Female,41,<10,19.5122,11,26.8293,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,Asian,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,African American,All Students,77,10,12.987,15,19.4805,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,All Students,Male,36,<10,13.8889,<10,19.4444,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,African American,All Students,77,17,22.0779,22,28.5714,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,Students With Disabilities,All Students,15,<10,33.3333,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,African American,Male,36,<10,5.5556,<10,11.1111,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,All Students,All Students,78,18,23.0769,23,29.4872,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,Asian,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Four Year,All Students,All Students,78,<10,8.9744,<10,8.9744,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,All Students,Female,27,<10,29.6296,<10,33.3333,,,,,,,,,<10,7.4074,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,All Students,Male,24,<10,29.1667,<10,33.3333,,,,,,,,,<10,8.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,Students With Disabilities,All Students,<10,<10,33.3333,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,African American,Male,24,<10,20.8333,<10,20.8333,,,,,,,,,<10,8.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,All Students,Female,27,<10,14.8148,<10,18.5185,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,Students With Disabilities,All Students,<10,<10,33.3333,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,All Students,Male,24,<10,20.8333,<10,20.8333,,,,,,,,,<10,8.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,African American,Female,27,<10,14.8148,<10,14.8148,,,,,,,,,<10,7.4074,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,All Students,Male,24,<10,8.3333,<10,12.5,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,African American,Female,27,<10,14.8148,<10,18.5185,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,Economically Disadvantaged,All Students,41,<10,17.0732,<10,17.0732,,,,,,,,,<10,9.7561,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,All Students,All Students,51,<10,11.7647,<10,15.6863,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,African American,All Students,51,15,29.4118,17,33.3333,,,,,,,,,<10,7.8431,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,African American,Female,27,<10,29.6296,<10,33.3333,,,,,,,,,<10,7.4074,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,African American,Male,24,<10,29.1667,<10,33.3333,,,,,,,,,<10,8.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,All Students,All Students,51,<10,17.6471,<10,17.6471,,,,,,,,,<10,7.8431,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,Economically Disadvantaged,All Students,41,12,29.2683,12,29.2683,,,,,,,,,<10,9.7561,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,African American,All Students,51,<10,11.7647,<10,15.6863,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,African American,All Students,51,<10,17.6471,<10,17.6471,,,,,,,,,<10,7.8431,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Four Year,All Students,Female,27,<10,14.8148,<10,14.8148,,,,,,,,,<10,7.4074,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,African American,Male,24,<10,8.3333,<10,12.5,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,All,All Students,All Students,51,15,29.4118,17,33.3333,,,,,,,,,<10,7.8431,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,617,Central High School,,LEA School,Two Year,Economically Disadvantaged,All Students,41,<10,12.1951,<10,12.1951,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,African American,Male,60,14,23.3333,17,28.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,African American,Male,60,<10,11.6667,<10,13.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,African American,Male,60,<10,11.6667,<10,15,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,African American,Female,59,<10,11.8644,11,18.6441,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,All Students,Male,61,<10,11.4754,<10,13.1148,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,African American,All Students,119,14,11.7647,20,16.8067,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,Economically Disadvantaged,All Students,102,21,20.5882,28,27.451,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,English Learners,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,Students With Disabilities,All Students,16,<10,18.75,<10,25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,African American,Female,59,<10,6.7797,<10,6.7797,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,African American,All Students,119,11,9.2437,12,10.084,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,All Students,Female,59,11,18.6441,15,25.4237,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,Economically Disadvantaged,All Students,102,13,12.7451,19,18.6275,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,Economically Disadvantaged,All Students,102,<10,7.8431,<10,8.8235,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,African American,All Students,119,25,21.0084,32,26.8908,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,All Students,Male,61,14,22.9508,17,27.8689,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,All Students,All Students,120,25,20.8333,32,26.6667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,All Students,All Students,120,11,9.1667,12,10,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Four Year,All Students,Female,59,<10,6.7797,<10,6.7797,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,All Students,Female,59,<10,11.8644,11,18.6441,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,Asian,Male,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,Students With Disabilities,All Students,16,<10,18.75,<10,25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,Asian,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,All,African American,Female,59,11,18.6441,15,25.4237,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,All Students,All Students,120,14,11.6667,20,16.6667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,902,Denby High School,,LEA School,Two Year,All Students,Male,61,<10,11.4754,<10,14.7541,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,English Learners,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,All Students,Male,44,13,29.5455,16,36.3636,,,,,,,,,<10,9.0909,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,All Students,Male,44,<10,9.0909,<10,9.0909,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,African American,All Students,85,17,20,21,24.7059,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,African American,All Students,85,<10,10.5882,10,11.7647,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,African American,All Students,85,26,30.5882,31,36.4706,,,,,,,,,<10,5.8824,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,All Students,All Students,86,<10,10.4651,10,11.6279,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,African American,Male,43,12,27.907,15,34.8837,,,,,,,,,<10,9.3023,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,Economically Disadvantaged,All Students,74,<10,10.8108,<10,10.8108,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,Economically Disadvantaged,All Students,74,16,21.6216,20,27.027,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,All Students,Female,42,<10,11.9048,<10,14.2857,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,Asian,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,All Students,All Students,86,27,31.3954,32,37.2093,,,,,,,,,<10,5.814,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,African American,Female,42,14,33.3333,16,38.0952,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,All Students,Female,42,<10,21.4286,10,23.8095,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,Students With Disabilities,All Students,19,<10,15.7895,<10,31.579,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,African American,Male,43,<10,18.6047,11,25.5814,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,All Students,Male,44,<10,20.4546,12,27.2727,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,Students With Disabilities,All Students,19,<10,15.7895,<10,31.579,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,African American,Male,43,<10,9.3023,<10,9.3023,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,Economically Disadvantaged,All Students,74,24,32.4324,28,37.8378,,,,,,,,,<10,6.7568,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,All Students,All Students,86,18,20.9302,22,25.5814,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,Asian,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Four Year,African American,Female,42,<10,11.9048,<10,14.2857,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,Two Year,African American,Female,42,<10,21.4286,10,23.8095,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,1634,Ford High School,,LEA School,All,All Students,Female,42,14,33.3333,16,38.0952,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,Students With Disabilities,All Students,15,<10,6.6667,<10,6.6667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,Students With Disabilities,All Students,15,<10,13.3333,<10,20,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,African American,Male,61,13,21.3115,16,26.2295,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,Economically Disadvantaged,All Students,97,39,40.2062,44,45.3608,,,,,,,,,10,10.3093,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,All Students,Male,63,10,15.873,10,15.873,,,,,,,,,<10,6.3492,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,American Indian or Alaska Native,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,All Students,All Students,122,23,18.8525,30,24.5902,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,All Students,Female,59,23,38.9831,28,47.4576,,,,,,,,,<10,10.1695,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,African American,Male,61,23,37.7049,26,42.623,,,,,,,,,<10,8.1967,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,Students With Disabilities,All Students,15,<10,20,<10,26.6667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,American Indian or Alaska Native,Male,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,African American,Female,59,10,16.9492,14,23.7288,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,All Students,Male,63,23,36.5079,26,41.2698,,,,,,,,,<10,7.9365,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,All Students,Female,59,10,16.9492,14,23.7288,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,African American,All Students,120,23,19.1667,24,20,,,,,,,,,10,8.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,African American,Female,59,13,22.0339,14,23.7288,,,,,,,,,<10,10.1695,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,All Students,Male,63,13,20.6349,16,25.3968,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,All Students,All Students,122,46,37.7049,54,44.2623,,,,,,,,,11,9.0164,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,African American,Female,59,23,38.9831,28,47.4576,,,,,,,,,<10,10.1695,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,Economically Disadvantaged,All Students,97,18,18.5567,22,22.6804,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,All,African American,All Students,120,46,38.3333,54,45,,,,,,,,,11,9.1667,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,African American,Male,61,10,16.3934,10,16.3934,,,,,,,,,<10,6.5574,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,Economically Disadvantaged,All Students,97,21,21.6495,22,22.6804,,,,,,,,,10,10.3093,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Two Year,African American,All Students,120,23,19.1667,30,25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,All Students,Female,59,13,22.0339,14,23.7288,,,,,,,,,<10,10.1695,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,2644,Mumford High School,,LEA School,Four Year,All Students,All Students,122,23,18.8525,24,19.6721,,,,,,,,,10,8.1967,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,All Students,Female,20,<10,30,<10,40,,,,,,,,,<10,5,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,Economically Disadvantaged,All Students,39,<10,5.1282,<10,7.6923,,,,,,,,,<10,5.1282,,,,,,,,
